"ARRIVAL_TM","AUTOMOBILE_COUNT","BELTED_DEATH_COUNT","BELTED_SUSP_SERIOUS_INJ_COUNT","BICYCLE_COUNT","BICYCLE_DEATH_COUNT","BICYCLE_SUSP_SERIOUS_INJ_COUNT","BUS_COUNT","CHLDPAS_DEATH_COUNT","CHLDPAS_SUSP_SERIOUS_INJ_COUNT","COLLISION_TYPE","COMM_VEH_COUNT","CONS_ZONE_SPD_LIM","COUNTY","CRASH_MONTH","CRASH_YEAR","CRN","DAY_OF_WEEK","DEC_LAT","DEC_LONG","DISPATCH_TM","DISTRICT","DRIVER_COUNT_16YR","DRIVER_COUNT_17YR","DRIVER_COUNT_18YR","DRIVER_COUNT_19YR","DRIVER_COUNT_20YR","DRIVER_COUNT_50_64YR","DRIVER_COUNT_65_74YR","DRIVER_COUNT_75PLUS","EST_HRS_CLOSED","FATAL_COUNT","HEAVY_TRUCK_COUNT","HORSE_BUGGY_COUNT","HOUR_OF_DAY","ILLUMINATION","INJURY_COUNT","INTERSECT_TYPE","LANE_CLOSED","LATITUDE","LN_CLOSE_DIR","LOCATION_TYPE","LONGITUDE","MAX_SEVERITY_LEVEL","MCYCLE_DEATH_COUNT","MCYCLE_SUSP_SERIOUS_INJ_COUNT","MOTORCYCLE_COUNT","MUNICIPALITY","NONMOTR_COUNT","NONMOTR_DEATH_COUNT","NONMOTR_SUSP_SERIOUS_INJ_COUNT","NTFY_HIWY_MAINT","PED_COUNT","PED_DEATH_COUNT","PED_SUSP_SERIOUS_INJ_COUNT","PERSON_COUNT","POLICE_AGCY","POSSIBLE_INJ_COUNT","RDWY_SURF_TYPE_CD","RELATION_TO_ROAD","ROAD_CONDITION","SCH_BUS_IND","SCH_ZONE_IND","SMALL_TRUCK_COUNT","SPEC_JURIS_CD","SUSP_MINOR_INJ_COUNT","SUSP_SERIOUS_INJ_COUNT","SUV_COUNT","TCD_FUNC_CD","TCD_TYPE","TFC_DETOUR_IND","TIME_OF_DAY","TOT_INJ_COUNT","TOTAL_UNITS","UNB_DEATH_COUNT","UNB_SUSP_SERIOUS_INJ_COUNT","UNBELTED_OCC_COUNT","UNK_INJ_DEG_COUNT","UNK_INJ_PER_COUNT","URBAN_RURAL","VAN_COUNT","VEHICLE_COUNT","WORK_ZONE_IND","WORK_ZONE_LOC","WORK_ZONE_TYPE","WORKERS_PRES","WZ_CLOSE_DETOUR","WZ_FLAGGER","WZ_LAW_OFFCR_IND","WZ_LN_CLOSURE","WZ_MOVING","WZ_OTHER","WZ_SHLDER_MDN","ROADWAY_CLEARED","WEATHER1","WEATHER2","WZ_WORKERS_INJ_KILLED","SECONDARY_CRASH","INTERSECTION_RELATED"
"1641","0","0","0","0","0","0","0","0","0","1","0","","36","01","2017","2017002204","4","39.9852","-76.0177","1628","08","0","0","0","0","0","1","1","0","","0","0","0","16","1","0","00","0","39 59:06.715","","00","76 01:03.647","0","0","0","0","36232","0","0","0","","0","0","0","2","68J01","0","","1","01","N","N","1","","0","0","1","0","0","","1619","0","2","0","0","0","0","0","1","0","2","N","","","","","","","","","","","","03","  ","","",""
"1918","1","0","0","0","0","0","0","0","0","7","0","","36","01","2017","2017002209","2","40.0188","-75.9659","1910","08","0","0","0","0","0","0","0","0","","0","0","0","18","2","1","02","0","40 01:07.647","","00","75 57:57.366","3","0","0","0","36232","0","0","0","","0","0","0","1","68J01","0","","4","09","N","N","0","","1","0","0","3","3","","1845","1","1","0","0","0","0","0","1","0","1","N","","","","","","","","","","","","07","  ","","",""
"2017","1","0","0","0","0","0","0","0","0","4","0","","36","01","2017","2017002253","5","40.0386","-76.3358","2011","08","0","0","0","0","0","1","1","0","2","0","0","0","20","3","1","01","2","40 02:18.842","7","00","76 20:08.849","4","0","0","0","36220","0","0","0","N","0","0","0","2","36101","1","","1","09","N","N","1","","0","0","0","3","2","Y","2010","1","2","0","0","0","0","0","3","0","2","N","","","","","","","","","","","","03","  ","","",""
"2222","1","0","0","0","0","0","0","0","0","7","0","","36","01","2017","2017002278","5","40.2237","-76.1061","2222","08","0","0","0","0","0","0","0","0","1","0","0","0","22","3","0","00","1","40 13:25.331","2","00","76 06:22.008","0","0","0","0","36210","0","0","0","N","0","0","0","1","36210","0","","4","07","N","N","0","","0","0","0","0","0","N","2222","0","1","0","0","0","0","0","1","0","1","N","","","","","","","","","","","","10","  ","","",""
"2320","0","0","0","0","0","0","0","0","0","7","0","","36","01","2017","2017002289","5","40.0143","-76.3096","2301","08","0","0","0","0","0","0","0","0","2","0","0","0","22","2","0","02","1","40 00:51.600","2","00","76 18:34.500","0","0","0","0","36220","0","0","0","N","0","0","0","1","36101","0","","3","07","N","N","0","","0","0","1","0","0","N","2257","0","1","0","0","0","0","0","3","0","1","N","","","","","","","","","","","","10","  ","","",""
"2231","0","0","0","0","0","0","0","0","0","7","0","","36","01","2017","2017002290","5","40.2185","-76.1504","2231","08","0","0","0","0","1","0","0","0","","0","0","0","22","2","0","00","0","40 13:06.646","","00","76 09:01.378","0","0","0","0","36210","0","0","0","N","0","0","0","1","36210","0","","4","02","N","N","0","","0","0","1","0","0","","2231","0","1","0","0","0","0","0","1","0","1","N","","","","","","","","","","","","10","  ","","",""
"2359","1","0","0","0","0","0","0","0","0","7","0","","36","01","2017","2017002294","5","40.2185","-76.1504","2352","08","0","0","0","0","0","0","0","0","","0","0","0","23","2","0","00","0","40 13:06.646","","00","76 09:01.378","0","0","0","0","36210","0","0","0","N","0","0","0","1","36210","0","","4","07","N","N","0","","0","0","0","0","0","","2352","0","1","0","0","0","0","0","1","0","1","N","","","","","","","","","","","","10","  ","","",""
"2146","2","0","0","0","0","0","0","0","0","4","0","","36","01","2017","2017002296","5","40.1633","-76.609","2145","08","0","1","0","0","0","0","0","0","","0","0","0","21","3","0","00","0","40 09:47.980","","07","76 36:32.471","0","0","0","0","36225","0","0","0","N","0","0","0","2","36505","0","","1","07","N","N","0","","0","0","0","0","0","","2145","0","2","0","0","0","0","0","2","0","2","N","","","","","","","","","","","","10","  ","","",""
"0027","0","0","0","0","0","0","0","0","0","7","0","","36","01","2017","2017002305","6","40.0396","-76.2922","0021","08","0","0","0","0","0","0","0","0","","0","0","0","00","3","0","00","0","40 02:22.507","","00","76 17:31.924","0","0","0","0","36301","0","0","0","N","0","0","0","1","36301","0","","4","07","N","N","0","","0","0","0","0","0","","0011","0","1","0","0","0","0","0","3","1","1","N","","","","","","","","","","","","10","  ","","",""
"0715","0","0","0","0","0","0","0","0","0","7","0","","36","01","2017","2017002383","6","40.2156","-76.0962","0707","08","0","0","0","0","0","0","0","0","","0","0","0","07","5","0","00","0","40 12:56.184","","00","76 05:46.375","0","0","0","0","36210","0","0","0","N","0","0","0","1","36210","0","","5","06","N","N","1","","0","0","0","0","0","","0700","0","1","0","0","0","0","0","1","0","1","N","","","","","","","","","","","","03","  ","","",""
"0645","1","0","0","0","0","0","0","0","0","7","0","","36","01","2017","2017002385","6","40.0231","-76.2757","0635","08","0","0","0","0","0","0","0","0","","0","0","0","06","2","0","00","0","40 01:23.303","","00","76 16:32.570","0","0","0","0","36240","0","0","0","N","0","0","0","1","36240","0","","5","02","N","N","0","","0","0","0","0","0","","0635","0","1","0","0","0","0","0","1","0","1","N","","","","","","","","","","","","03","  ","","",""
"0746","1","0","0","0","0","0","0","0","0","7","0","","36","01","2017","2017002480","6","40.1063","-76.4473","0732","08","0","0","0","0","0","0","1","0","","0","0","0","07","1","1","00","0","40 06:22.593","","00","76 26:50.215","8","0","0","0","36239","0","0","0","","0","0","0","2","36239","0","","2","07","","","0","","0","0","0","0","0","","0730","1","1","0","0","1","1","0","3","0","1","N","","","","","","","","","","","","99","  ","","",""
"0812","2","0","0","0","0","0","0","0","0","1","0","","36","01","2017","2017002513","3","40.1138","-76.3056","0812","08","0","0","0","0","1","0","1","0","2","0","0","0","08","1","0","01","1","40 06:49.608","2","00","76 18:20.148","0","0","0","0","36101","0","0","0","N","0","0","0","2","36101","0","","1","09","N","N","0","","0","0","0","3","2","N","0812","0","2","0","0","0","0","0","3","0","2","N","","","","","","","","","","","","07","  ","","",""
"1440","0","0","0","0","0","0","0","0","0","4","0","","36","01","2017","2017002516","6","40.0899","-76.3244","1438","08","0","1","0","0","0","0","1","0","2","0","0","0","14","1","0","00","1","40 05:23.700","4","07","76 19:28.000","0","0","0","0","36101","0","0","0","N","0","0","0","4","36101","0","","1","09","N","N","0","","0","0","2","0","0","N","1438","0","2","0","0","0","0","0","3","0","2","N","","","","","","","","","","","","03","  ","","",""
"2302","1","0","0","0","0","0","0","0","0","7","0","","36","01","2017","2017002574","5","39.8847","-76.2027","2227","08","0","0","0","0","0","0","0","0","2","0","0","0","22","2","0","00","1","39 53:04.944","4","00","76 12:09.808","0","0","0","0","36212","0","0","0","","0","0","0","1","68J01","0","","4","07","N","N","0","","0","0","0","0","0","N","2215","0","1","0","0","0","0","0","1","0","1","N","","","","","","","","","","","","10","  ","","",""
"2125","0","0","0","0","0","0","0","0","0","9","0","","36","01","2017","2017002638","1","40.2351","-76.3001","2106","08","0","0","0","0","0","1","0","0","","0","0","0","21","2","1","00","0","40 14:06.485","","00","76 18:03.557","8","0","0","0","36217","0","0","0","","0","0","0","1","68T06","0","","1","01","N","N","1","","0","0","0","0","0","","2106","1","1","0","0","0","1","0","1","0","1","N","","","","","","","","","","","","03","  ","","",""
"0812","1","0","0","0","0","0","0","0","0","7","0","","36","01","2017","2017002641","2","40.2437","-76.1556","0802","08","0","0","0","0","0","0","0","0","","0","0","0","08","1","0","00","0","40 14:37.226","","00","76 09:20.620","0","0","0","0","36236","0","0","0","","0","0","0","3","68T06","0","","3","09","N","N","0","","0","0","0","0","0","","0800","0","1","0","0","0","0","0","1","0","1","N","","","","","","","","","","","","07","  ","","",""
"2058","0","0","0","0","0","0","0","0","0","8","0","","36","01","2017","2017002709","6","40.0856","-76.2083","2057","08","0","0","0","0","0","0","0","0","","0","0","0","20","3","1","00","0","40 05:08.326","","00","76 12:29.803","3","0","0","0","36234","1","0","0","N","1","0","0","4","36215","0","","1","01","N","N","0","","1","0","1","0","0","","2056","1","2","0","0","0","0","0","1","0","1","N","","","","","","","","","","","","03","  ","","",""
"1112","2","0","0","0","0","0","0","0","0","1","0","","36","01","2017","2017002812","6","40.1587","-76.2041","1112","08","0","0","0","0","0","0","1","0","","0","0","0","11","1","1","00","0","40 09:31.163","","07","76 12:14.789","4","0","0","0","36402","0","0","0","N","0","0","0","2","36402","1","","1","01","N","N","0","","0","0","0","0","0","","1110","1","2","0","0","0","0","0","2","0","2","N","","","","","","","","","","","","03","  ","","",""
"1505","0","0","0","0","0","0","0","0","0","1","0","","36","01","2017","2017002792","3","40.0513","-76.3988","1504","08","0","0","0","0","0","1","0","0","2","0","0","0","15","1","0","00","1","40 03:04.770","4","00","76 23:55.640","0","0","0","0","36214","0","0","0","","0","0","0","2","36214","0","","1","09","N","N","0","","0","0","2","0","0","N","1503","0","2","0","0","0","0","0","3","0","2","N","","","","","","","","","","","","07","  ","","",""
